chemical_name,smiles,database_id,cas,odor_data,odor_labels_filtered
Methylbutyric acid,CCC(C)C(=O)O,1876,116-53-0,"Pungent, acrid, roquefort cheese like; fruity in dilution","['fruity', 'pungent', 'cheesy']"
Methylcinnamaldehyde,C/C(C=O)=C/c1ccccc1,1877,101-39-3,"Sweet, cinnamon-spicy, somewhat balsamic odor and taste","['cinnamon', 'spicy', 'balsamic', 'sweet']"
Methylcinnamaldehyde,Cc1ccc(/C=C/C=O)cc1,1878,1504-75-2,"Sweet, cinnamon, balsamic, fruity, vanilla, heliotropine odor and taste","['cinnamon', 'vanilla', 'fruity', 'balsamic', 'sweet']"
Methylcoumarin,Cc1ccc2oc(=O)ccc2c1,1879,92-48-8,"Coumarinic-coconut, tonka-like odor; sweet vanilla-tonka taste","['coconut', 'coumarinic']"
Methylcrotonic acid,CC(C)=CC(=O)O,1880,541-47-9,"Spicy-caramel-herbaceous musty odor; caramellic, spicy, green fruity taste","['musty', 'spicy', 'caramellic', 'herbal']"
Methylcyclohexadiene mixture,CC1=CC=CCC1,1881,30640-46-1,"""Gassy"" penetrating aroma; provides lift to lemon-iime aromas",['gasoline']
Methylcyclohexadione,CC1CCCC(=O)C1=O,1882,3008-43-3,Burnt caramel-like odor & taste; somewaht coffee-phenolic,"['phenolic', 'burnt', 'caramellic', 'coffee']"
Methylcyclohexanone,CC1CCCCC1=O,1883,583-60-8,"Ketonic, cooling, minty-earthy almond odor, earthy-herbal-minty taste","['ketonic', 'earthy', 'almond', 'mint']"
Methylcyclohexanone,CC1CCCC(=O)C1,1884,591-24-2,"Fresh, ketonic-minty, cooling; minty-cooling-ethereal solvent odor/flavor","['ketonic', 'mint', 'solvent', 'ethereal', 'fresh']"
Methylcyclohexanone,CC1CCC(=O)CC1,1885,589-92-4,"Musty-solvent, anisic-minty note odor & taste","['anisic', 'musty', 'solvent', 'mint']"
Methylcyclohexenone,CC1=CC(=O)CCC1,1886,1193-18-6,"Caramel, nutty, musty and minty notes","['nutty', 'caramellic', 'mint', 'musty']"
Muscone,CC1CCCCCCCCCCCCC(=O)C1,1887,541-91-3,"Soft, sweet, musky odor and taste; lifts fruit flavors","['musk', 'sweet']"
Methylcyclopentenolone butyrate,CCCC(=O)OC1=C(C)CCC1=O,1888,68227-51-0,"Caramellic, maple, lovage, creamy, buttery, nutty","['creamy', 'caramellic', 'nutty', 'buttery']"
Methylcyclopentenolone,CC1CCC(=O)C1=O,1889,80-71-7*,"Very strong, caramellic-maple, lovage odor and taste",['caramellic']
Methylcyclopentenone,CC1=CC(=O)CC1,1890,2758-18-1,"Sweet, caramellic, ketonic and somewhat chemical notes","['ketonic', 'caramellic', 'sweet']"
Methyldecanal,CCCCCCCCC(C)C=O,1891,19009-56-4,"Fatty, dry-citrus, orange, waxy green odor","['citrus', 'green', 'fatty', 'waxy', 'orange', 'dry']"
Methyldecanoic acid,CCC(C)CCCCCCC(=O)O,1892,5601-60-5,"Fatty, waxy, somewhat sheepy-goaty notes","['fatty', 'waxy']"
Methyldihydrocyclopentapyrazine,C[C@@H]1CCC2=C1N=CCN2,1893,23747-48-0,"Earthy, nutty, roasted Hazelnut, baked potato, peanut notes","['roasted', 'earthy', 'nutty', 'hazelnut', 'potato']"
Methyldimethoxyphenol,COc1cc(C)cc(OC)c1O,1894,5/7/6638,"Smoky, spicy, phenolic, medicinal,","['medicinal', 'phenolic', 'smoky', 'spicy']"
Methyldodecanal,CC[C@@H](C)CCCCCCCCC=O,1896,116854-43-4,"Waxy, fatty, tallowy, somewhat citrus notes","['fatty', 'waxy', 'citrus']"
Methyldodecanal,CC(C)CCCCCCCCCC=O,1897,92168-98-4,"Waxy, fatty, tallowy, somewhat citrus notes","['fatty', 'waxy', 'citrus']"
Methylenedioxyphenylbutanone,CC(=O)CCc1ccc2c(c1)OCO2,1898,55418-52-5,"Sweet, floral, berry-woody-cherry odor and taste; jammy nuances","['berry', 'woody', 'cherry', 'floral', 'sweet']"
Methylethenylbenzene,C=C(C)c1ccccc1,1899,98-83-9,"Terpy, herbaceous note; mild styrene like at 50-100 ppm",['herbal']
Ethoxymethylpyrazine,CCOCc1cnccn1,1900,65504-94-1,"Pineapple and earthy, roasted nutty for mixture","['roasted', 'earthy', 'nutty', 'pineapple']"
Methylfuran,Cc1ccco1,1902,534-22-5,"Sweet-gassy, solvent, metallic-burnt with musty nutty notes","['solvent', 'nutty', 'gasoline', 'metallic', 'burnt', 'musty', 'sweet']"
Methylfuranmethanethiol,Cc1ccoc1CS,1903,59303-05-8,"Sulfurous roasted, coffee odor; meaty flavor at 0.5-1.0 ppb","['sulfurous', 'coffee', 'roasted']"
Methylfuranone,CC1OC=CC1=O,1904,41763-99-9,"Sweet, roasted, caramellic, nutty-bread ike, somewhat buttery","['caramellic', 'roasted', 'nutty', 'bread', 'sweet', 'buttery']"
Methylfuranone,CC1=CC(=O)CO1,1905,3511-32-8,"Sweet, roasted, caramellic, nutty-bread ike, somewhat buttery","['caramellic', 'roasted', 'nutty', 'bread', 'sweet', 'buttery']"
Methylfuranthiol,Cc1occc1S,1906,28588-74-1,"Odor and taste of roasted meat; sweet beef broth, fishy & HVP notes","['meaty', 'roasted', 'fishy', 'brothy', 'beefy', 'sweet']"
Methylfurfural,Cc1ccc(C=O)o1,1907,620-02-0,"Sweet spicy, bready, nutty, caramellic odor and taste","['spicy', 'caramellic', 'nutty', 'bread', 'sweet']"
Methylfurfurylthiopyrazine,Cc1nccnc1SCc1ccco1,1908,65530-53-2,"Roasted, coffee-like; nutty, cereal, caramel, meaty notes","['caramellic', 'meaty', 'roasted', 'nutty', 'coffee']"
Methylfuryl thioacetate,CC(=O)Sc1ccoc1C,1909,55764-25-5,"Roasted beef, chicken & bacon notes; savory meaty flavor","['meaty', 'roasted', 'chicken', 'beefy']"
Methylfurylacrolein,C/C(C=O)=C/c1ccco1,1910,874-66-8,"Spicy, cinnamon-like odor; spicy taste","['cinnamon', 'spicy']"
Methylfurylbutanal,CCC(C=O)c1ccc(C)o1,1911,31704-80-0,"Green-watermelon-cucumber, vegetable, fruity with fatty nuances","['green', 'fruity', 'fatty', 'vegetable', 'cucumber']"
Methylfuryldithiobutanone,CCC(=O)C(C)SSc1ccco1,1912,,"Meaty, sweet, yeasty aroma and flavor with HVP & nutty notes","['meaty', 'nutty', 'sweet']"
Methylfurylthiononanone,CCCCC(=O)C(CCC)Sc1ccoc1C,1914,61295-50-9,"Meaty roasted aroma & taste, natural beef broth, bloody nuances","['roasted', 'meaty', 'brothy', 'beefy']"
Methylguaiacol,COc1ccc(C)cc1O,1916,1195-09-1,"Smoky, sweet, phenolic-medicinal with slight vanilla note","['vanilla', 'phenolic', 'smoky', 'sweet', 'medicinal']"
Methylheptadienone,CC(=O)/C=C/C=C(C)C,1917,1604-28-0,"Spicy, cinnamon-nut like odor; green, sweet, brown, herbal taste","['cinnamon', 'spicy', 'nutty']"
Methylheptanoic acid,CCCCC[C@@H](C)C(=O)O,1918,1188-02-9,"Fatty-oily, cheese, sour, somewhat rancid odor; fruity, sour, nutty taste","['sour', 'oily', 'fatty', 'cheesy']"
Methylheptanoic acid,CCCCCC(C)C(=O)O,1919,3/2/3302,"Fatty, sour,  cheesey, somewhat goaty odor","['fatty', 'sour', 'cheesy']"
Methylheptanone,CCC(=O)CCC(C)C,1920,624-42-0,"Ketonic-camphoraceous, mild herbaceous fruity notes","['fruity', 'herbal', 'ketonic', 'camphoreous']"
Methylheptanone,CCC(=O)CC(C)CC,1921,541-85-5,"Flat, pleasant ketonic, mild fruity, herbaceous notes","['fruity', 'ketonic', 'herbal']"
Methylheptanone,CC(=O)CCCC(C)C,1922,928-68-7,"Herbaceous, ketonic, spicy-herbal and minty notes","['spicy', 'ketonic', 'mint', 'herbal']"
Methylheptenol,CC(C)=CCCC(C)O,1923,1569-60-4,"Weak, sweet, green-fatty-flowery; reminiscent of coriander & citrus","['citrus', 'green', 'fatty', 'floral', 'sweet']"
Methylheptenone,CC(=O)CCC=C(C)C,1924,110-93-0,"Oily-green, herbaceous odor; green fruity taste","['green', 'oily', 'herbal']"
Methylheptenone,C/C=C/C(=O)C(C)CC,1925,81925-81-7,"Characteristic hazelnut, somewhat metallic odor/taste in dilution","['hazelnut', 'metallic']"
Methylhexadecanal,CCC(C)CCCCCCCCCCCCC=O,1926,93815-50-0,"Fatty, tallowy",['fatty']
Methylhexadecanal,CC(C)CCCCCCCCCCCCCC=O,1927,93815-51-1,"Fatty, tallowy",['fatty']
Methylhexanal,CCCCC(C)C=O,1928,925-54-2,"Aldehydic, strong fatty, cheesey-fruity","['fatty', 'fruity', 'aldehydic', 'cheesy']"
Methylhexanal,CCCC(C)CC=O,1929,19269-28-4,"Aldehydic, fatty, green, cheese like with fruity notes","['green', 'fatty', 'fruity', 'aldehydic', 'cheesy']"
Methylhexane,CCCC(C)CC,1930,589-34-4,Hydrocarbon odor,['gasoline']
Methylhexanedione,CC(=O)C(=O)CC(C)C,1931,13706-86-0,"Strong, oily-buttery odor; creamy, buttery fruity taste","['oily', 'buttery']"
Methylhexanoic acid,CCCC[C@@H](C)C(=O)O,1932,4536-23-6,"Fatty-cheese-fruity, sour odor; creamy, fruity, nutty taste","['fatty', 'fruity', 'sour', 'cheesy']"
Methylhexanoic acid,CC(C)CCCC(=O)O,1933,628-46-6,Sour fatty-cheesy odor; oily cheese-fruity in dilution,"['sour', 'oily', 'fatty', 'fruity', 'cheesy']"
Methylhexanoic acid,CCCC(C)CC(=O)O,1934,3780-58-3,"Sour, cheesey, with fruity notes","['fruity', 'sour', 'cheesy']"
Methylhexanoic acid,CCC(C)CCC(=O)O,1935,1561-11-1,Sour fatty-cheesy odor; cheese-fruity in dilution,"['fatty', 'fruity', 'sour', 'cheesy']"
Methylhexanol,CCCC(O)C(C)C,1936,617-29-8,"Mild green, floral-leafy with musty-camphoraceous undertones","['green', 'camphoreous', 'musty', 'leafy', 'floral']"
Methylhexanone,CC(=O)CCC(C)C,1937,110-12-3,"Mild, sweet ketonic, minty cheesy-fruity","['ketonic', 'mint', 'fruity', 'sweet', 'cheesy']"
Methylhexenone,CC(=O)/C=C/C(C)C,1938,5166-53-0,"Somewhat blue cheese, metallic and berry-like character","['metallic', 'berry', 'cheesy']"
Methylhexenone,C=C(C)CCC(C)=O,1939,9/3/3240,"Green, tropical, fruity, fatty, dairy, blue cheese, berry notes","['green', 'fruity', 'fatty', 'tropical', 'dairy', 'berry', 'cheesy']"
Methylhexenyl acetate,CC/C=C/CC(C)OC(C)=O,1940,94088-33-2,"Green, fruity","['green', 'fruity']"
Methylhydroxypropyl methylmercaptopropyl sulfide,CC(O)C(C)SC(C)C(C)S,1941,54957-02-7,"Sulfureous, roasted-meaty with burnt, brothy savory notes; liver","['meaty', 'roasted', 'savory', 'burnt', 'brothy', 'sulfurous']"
Methylindole,Cc1cc2ccccc2[nH]1,1942,95-20-5,Animalic-indole like odor,['animal']
Methylional,CC1=CCCC(C)(C)C1/C=C\C(C)C=O,1943,58102-02-6,"Orris, woody, powerful","['woody', 'orris']"
Methylionone,CCC(=O)/C=C/C1=C(C)CCCC1(C)C,1945,127-43-5,"Woody, beta-ionone like; berry-like taste",['woody']
Methylionone,CC(=O)/C(C)=C\C1C(C)=CCCC1(C)C,1947,127-51-5,"Sweet floral, violet-orris odor; berry like taste","['violet', 'floral', 'sweet', 'orris']"
Methylisopropylphenylpropionaldehyde,CC(C)c1ccc(C(C)CC=O)cc1,1948,103-95-7,"Strong, floral, green vegetable odor; melon-cantaloupe taste","['green', 'vegetable', 'floral']"
Methylmercaptothiophene,Cc1sccc1S,1949,2527-76-6,Roasted meat notes,"['meaty', 'roasted']"
Methylmethoxythiazole,COc1cnc(C)s1,1950,38205-64-0,"Cabbage, green vegetable, sulfury notes","['green', 'vegetable', 'sulfurous', 'cabbage']"
Methylmethyldithiopropanal,CSSC(C)(C)C=O,1951,67952-60-7,"Aromatic, Cocoa, characteristic of dark chocolate","['aromatic', 'cocoa', 'chocolate']"
Methylmethylthiofuran,CSc1ccc(C)o1,1952,13678-59-6,"Strong, sulfuraceous, burnt odor, coffee, alliaceous taste","['sulfurous', 'burnt']"
Methylmethylthiofuran,Cc1ccsc1C,1953,63012-97-5,"Sweet, roasted, meat extract, cereal-like flavor, broth-like/nutty note","['meaty', 'roasted', 'nutty', 'brothy', 'sweet']"
Methylmethylthiopyrazine (mixture of isomers),CSc1nccnc1C,1954,67952-65-2,"Nutty, peanut, roasted almonds, hazelnut, toasted cracker notes","['meaty', 'roasted', 'nutty', 'hazelnut', 'burnt']"
Methylmethylthiopyrazine,CSc1cnc(C)cn1,1956,2884-14-2,"Roasted nut, burnt, meaty","['nutty', 'burnt', 'meaty', 'roasted']"
Methylmethylthiopyrazine,CSc1cncc(C)n1,1957,2884-13-1,"Roasted nut, burnt, meaty","['nutty', 'burnt', 'meaty', 'roasted']"
Methylnaphthalene,Cc1cccc2ccccc12,1958,90-12-0,"Green, musty taste, earthy, medicinal","['green', 'earthy', 'medicinal', 'musty']"
Methylnaphthalene,Cc1ccc2ccccc2c1,1959,91-57-6,"Oily, aromatic at 1ppm in sugar syrup.","['oily', 'aromatic']"
Methylnonalactone,CCCCCC1OC(=O)CC1C,1960,33673-62-0,"Tuberose like, coconut, buttery","['coconut', 'buttery']"
Methylnonanoic acid,CCCCC[C@@H](C)CCC(=O)O,1961,45019-28-1,"Fatty, mutton, costus, dairy, milk odor; fatty musty, mutton & dairy taste","['fatty', 'milky', 'dairy']"
Methyloctanal,CCCCCCC(C)C=O,1962,7786-29-0,"Floral, rose-lily like odor; orange-fatty-citrus on dilution","['rose', 'citrus', 'fatty', 'orange', 'floral']"
Methyloctanoic acid,CCCC[C@@H](C)CCC(=O)O,1963,54947-74-9,"Fatty, musty, sweaty-cheese, meaty, mutton-goaty","['meaty', 'fatty', 'musty', 'cheesy']"
Methyloctanol,CCCCCCC(C)CO,1964,818-81-5,"Oily-waxy, some fruit notes","['oily', 'fruity', 'waxy']"
Methyloctenal,CCCCC/C=C(\C)C=O,1965,49576-57-0,"Aldehydic, green-fruity, fatty-waxy, citrus","['citrus', 'green', 'fruity', 'fatty', 'aldehydic', 'waxy']"
Methyloctenone,CC(=O)/C=C/CCC(C)C,1966,33046-81-0,"Fatty, oily, creamy, green, earthy, nutty, french fries, meaty","['creamy', 'meaty', 'green', 'oily', 'fatty', 'earthy', 'nutty']"
Methylpentanal,CCCC(C)C=O,1970,123-15-9,"Somewhat green, fruity, cocoa, cheese like in dilution","['green', 'fruity', 'cocoa', 'cheesy']"
Methylpentanal,CC(C)CCC=O,1971,1119-16-0,"Herbal, cheesey, with some fatty fruity-cocoa notes","['fatty', 'fruity', 'cocoa', 'herbal', 'cheesy']"
Methylpentanedione,CC(=O)C(C)C(C)=O,1972,815-57-6,"Ketonic, somewhat burnt & fruity","['fruity', 'ketonic', 'burnt']"
Methylpentanedione,CC(=O)C(=O)C(C)C,1973,7493-58-5,"Strong, creamy-sweet, fruity-buttery odor; butter-rum taste","['creamy', 'fruity', 'sweet', 'buttery']"
Methylpentanoic acid,CCC(C)CC(=O)O,1974,105-43-1,"Cheesy, sweaty odor; fruity-cheese, herbaceous taste diluted",['cheesy']
Methylpentanoic acid,CC(C)CCC(=O)O,1975,646-07-1,"Unpleasant, sour, pungent cheese odor; sour, cheese taste","['sour', 'pungent', 'cheesy']"
Methylpentanol,CCCC(C)CO,1976,105-30-6,"Sweet ethereal, alcoholic with fusel-fermented notes","['alcoholic', 'solvent', 'ethereal', 'fermented', 'sweet']"
Methylpentanol,CCC(C)(O)CC,1977,77-74-7,"Fruity, green, leafy, somewhat fermented, earthy, camphoraceous notes","['green', 'fruity', 'earthy', 'fermented', 'camphoreous', 'leafy']"
Methylpentanol,CCCC(C)(C)O,1978,590-36-3,"Yeasty, minty, slightly camphoraceous notes, fermented fusel notes","['alcoholic', 'solvent', 'fermented', 'camphoreous', 'mint']"
Methylpentanol,CCC(C)CCO,1979,589-35-5,"Winey, cognac, whisky, fruity, green notes","['green', 'fruity', 'cognac', 'winey']"
Methylpentanol,CCC(C)C(C)O,1980,565-60-6,"Ethereal, green, fusel oil notes, slightly fruity","['alcoholic', 'solvent', 'ethereal', 'green', 'fruity']"
Methylpentanol,CC(C)CCCO,1981,626-89-1,"Oily green-fruity, herbaceous, yeasty-fermented notes","['green', 'oily', 'fruity', 'fermented', 'herbal']"
Methylpentanol,CC(C)CC(C)O,1982,108-11-2,"Oily-green-winey, fusel-fermented alcoholic notes","['alcoholic', 'solvent', 'green', 'oily', 'fermented', 'winey']"
Methylpentanone,CC(=O)CC(C)C,1983,108-10-1,"Ethereal, sweet, green fruity odor and taste","['green', 'fruity', 'sweet', 'ethereal']"
Methylpentanone,CCC(C)C(C)=O,1984,565-61-7,"Ketonic, slight fruity, somewhat fermented","['fruity', 'ketonic', 'fermented']"
Methylpentenal,CC/C=C(\C)C=O,1985,623-36-9,"Pungent green, fruity odor; sharp sweet, fruity, jammy brown taste","['green', 'fruity', 'pungent']"
Methylpentenal,CC(C)/C=C\C=O,1986,5362-56-1,"Fresh green apple-like, aldehydic, cognac and woody","['apple', 'green', 'fresh', 'aldehydic', 'woody', 'cognac']"
Methylpentenoic acid,CC/C=C(\C)C(=O)O,1987,3142-72-1,"Sweet, green, caramellic, characteristic strawberry","['green', 'strawberry', 'caramellic', 'sweet']"
Methylpentenoic acid,C/C=C/C(C)C(=O)O,1988,37674-63-8,Cheesey-fruity hazelnut odor; strawberry-cranberry taste on dilution,"['fruity', 'hazelnut', 'cheesy']"
Methylpentenoic acid,C=CC[C@H](C)C(=O)O,1989,1575-74-2,Cheese-like odor; cooked strawberry jam type aroma and taste @ 10 ppm,"['strawberry', 'cheesy']"
Methylpentenoic acid,CC(C)/C=C/C(=O)O,1990,10321-71-8,"Mild, sour, tobacco, berry odor; berry, tobacco, tea & cream like taste","['tobacco', 'sour', 'berry']"
Methylpentenone,CC(=O)C=C(C)C,1991,141-79-7,Minty-musty with honey-bread like notes (for pure material),"['honey', 'bread', 'musty', 'mint']"
Methylpentenone,C=C(C)CC(C)=O,1992,2/3/3744,"Sweet ketonic, minty-burnt","['ketonic', 'sweet', 'burnt', 'mint']"
Methylpentyldioxolane,CCCCCC1OCC(C)O1,1994,1599-49-1,"Green, fruity, green-vegetable-waxy","['green', 'fruity', 'vegetable', 'waxy']"
Methylpentylthiazole,CCCCCc1nc(C)cs1,1995,86290-21-3,"Vegetable, leek like, fermented vegetable, long lasting","['fermented', 'vegetable']"
Methylphenethyl alcohol,CC(CO)c1ccccc1,1996,1123-85-9,Sweet-floral (hyacinth) odor; sweet woody floral herbaceous taste,"['floral', 'sweet']"
Methylphenethyl butyrate,CCCC(=O)OC(C)Cc1ccccc1,1997,68922-11-2,"Floral spicy odor; floral, spicy, fruity taste","['spicy', 'floral']"
Methylphenylbutanol,CC(C)(O)CCc1ccccc1,1998,103-05-9,"Sweet, green, floral (lily-hyacinth), herbaceous odor","['green', 'herbal', 'floral', 'sweet']"
Methylphenylbutenone,CC(=O)/C(C)=C\c1ccccc1,1999,1901-26-4,"Sweet, fruity-caramellic, berry-like; fruity taste","['fruity', 'caramellic', 'sweet', 'berry']"
Methylphenylbutyl acetate,CC(=O)OC(C)(C)CCc1ccccc1,2000,103-07-1,"Fresh, floral, green-fruity balsamic odor and taste","['green', 'fruity', 'fresh', 'balsamic', 'floral']"
Methylphenylbutyl isobutyrate,CC(C)C(=O)OC(C)(C)CCc1ccccc1,2001,10031-71-7,"Fruity-juicy-papaya-tropical, tea-like, herbal odor; sweet fruity taste","['fruity', 'tropical', 'herbal', 'tea']"
Methylphenylbutyraldehyde,CC(C=O)CCc1ccccc1,2002,40654-82-8,"Sweet, earthy-musty, floral odor; sweet, fruity-nut taste","['floral', 'earthy', 'musty', 'sweet']"
Methylphenylbutyraldehyde,CC(C)C(C=O)c1ccccc1,2003,2439-44-3,"Green, fruity odor; fruity-floral taste","['green', 'fruity']"
Methylphenylhexenal,CC(C)C/C=C(/C=O)c1ccccc1,2004,21834-92-4,Cocoa like odor and taste,['cocoa']
Methylphenylpentanone,CC(C)CC(=O)Cc1ccccc1,2005,5349-62-2,"Woody-spicy, fruity-caramellic odor; fruity-spicy, sweet taste","['woody', 'spicy', 'caramellic', 'fruity']"
Methylphenylpentanone,CC(=O)CC(C)(C)c1ccccc1,2006,7403-42-1,"Slightly floral-woody, rooty, vetiver, patchouli, gardenia notes","['woody', 'floral']"
Methylphenylpentenal,CC(C)/C=C(/C=O)c1ccccc1,2007,26643-91-4,"Floral, phenylacetaldehyde-like odor; cocoa-chocolate taste",['floral']
Methylpiperidine,CC1CCCCN1,2009,109-05-7,"Fishy; popcorn, brown nutty, shellfish, slightly roasted, cheese notes.","['roasted', 'nutty', 'fishy', 'popcorn', 'cheesy']"
Methylpropanethiol,CC(C)(C)S,2010,75-66-1,"Sulfurous, somewhat roasted meaty & tropical on dilution","['sulfurous', 'meaty', 'roasted', 'tropical']"
Methylpropanol,CC(C)(C)O,2011,75-65-0,"Sweaty, ethereal, somewhat musty fermented","['fermented', 'musty', 'ethereal']"
Methylpropenyldimethyloxathiane,CC=CC1(C)CCOSC1(C)C,2012,,"Sulfurous, green herbal, spicy, somewhat tropical","['spicy', 'green', 'tropical', 'herbal', 'sulfurous']"
Methylpropionylfuran,CCC(=O)c1ccc(C)o1,2013,10599-69-6,"Nutty, hazelnut, green, hay, somewhat caramellic taste","['green', 'nutty', 'hazelnut', 'hay']"
Methylpropoxypyrazine,CCCOc1cncc(C)n1,2015,67845-28-7,"Green, vegetative, eartthy, woody","['green', 'vegetable', 'woody', 'earthy']"
Methylpropyldioxolane,CCCC1OCC(C)O1,2016,4352-99-2,"Ethereal, green-fruity, somewhat fermented","['green', 'fruity', 'fermented', 'ethereal']"
Methylpropyloxathiane,CCCC1CCOC(C)S1,2017,67715-80-4,"Strong, green, sulfurous tropical fruity (passion fruit,  blackcurrant)","['green', 'fruity', 'tropical', 'black currant', 'sulfurous']"
Methylpropyloxathiane,CCC[C@@H]1CCO[C@@H](C)S1,2018,59324-17-3,"Sulfurous, green, fruity typical Passion-fruit","['green', 'fruity', 'sulfurous']"
Methylpropylpyrazine,CCCc1nccnc1C,2019,15986-80-8,"Nutty, earthy-musty cocoa notes; earthy flavor at 5 ppm in syrup","['earthy', 'nutty', 'cocoa', 'musty']"
Methylpropylpyridine,CC(C)Cc1cccnc1,2020,14159-61-6,"Narcotic, somewhat earthy green; See comments","['green', 'earthy']"
Methylpropylthiazole,CCC(C)c1nccs1,2021,18277-27-5,"Green, herbaceous, vegetative, tomato leaf like","['green', 'tomato', 'herbal', 'leafy', 'vegetable']"
Methylpyrazine,Cc1cnccn1,2022,109-08-0,"Green, nutty, cocoa, musty, potato, fishy-ammoniacal notes","['green', 'nutty', 'cocoa', 'fishy', 'potato', 'musty']"
Methylpyridine,Cc1ccccn1,2023,109-06-8,"Astringent, fishy, hazelnut-popcorn and rum-like in dilution","['fishy', 'hazelnut', 'popcorn', 'rum']"
Methylpyridine,Cc1cccnc1,2024,108-99-6,Green earthy with hazelnut notes on dilution; somewhat tobacco,"['green', 'earthy', 'hazelnut', 'tobacco']"
Methylpyridine,Cc1ccncc1,2025,108-89-4,"Green note; somewhat animalic, fishy tobacco","['green', 'tobacco', 'fishy', 'animal']"
Methylpyrrole,Cn1cccc1,2026,96-54-8,"Smoky-tarry; in dilution sweet, woody-herbaceous-animalic","['animal', 'herbal', 'woody', 'smoky', 'sweet']"
Methylpyrrolidine,CN1CCCC1,2027,120-94-5,"Powerful fishy amine odor, ripe cheese notes in dilution","['ripe', 'fishy', 'cheesy']"
Methylquinoline,Cc1ccc2ccccc2n1,2028,91-63-4,"Oily herbaceous, tobacco, ashtray, with fishy notes","['oily', 'fishy', 'tobacco', 'herbal']"
Methylquinoline,Cc1ccc2ncccc2c1,2029,91-62-3,"Sweet, floral, animalic, tobacco, civet, woody notes in dilution","['tobacco', 'animal', 'woody', 'floral', 'sweet']"
Methylquinoline,Cc1ccnc2ccccc12,2030,491-35-0,"Animal-musty odor; burnt-oily, floral-hebaceous on dilution; green rooty","['green', 'oily', 'burnt', 'animal', 'musty', 'floral']"
Methylquinoxaline,Cc1cccc2nccnc12,2031,13708-12-8,"Toasted, roasted, burnt, nutty notes","['nutty', 'burnt', 'roasted']"
Methyltetradecanal,CCC(C)CCCCCCCCCCC=O,2033,75853-50-8,"Tallowy, fatty, beef fat","['fatty', 'beefy', 'meaty']"
Methyltetradecanal,CCCCCCCCCCCCC(C)C=O,2034,75853-51-9,"Tallowy, fatty, beef fat","['fatty', 'beefy', 'meaty']"
Methyltetrahydrofuran,CC1CCCO1,2035,96-47-9,"Sweet, somewhat irritating, minty solventy odor","['solvent', 'mint', 'sweet']"
Methyltetrahydrofuranone,CC1OCCC1=O,2036,3188-00-9,"Sweet, roasted, bread-like, buttery, rum and caramellic","['caramellic', 'roasted', 'buttery', 'bread', 'sweet', 'rum']"
Methyltetrahydrofuranthiol,CC1OCCC1S,2037,57124-87-5,"Cooked Meat-like in dilution; roast beef, savory, chicken notes","['roasted', 'meaty', 'savory', 'chicken', 'beefy']"
Methyltetrahydronaphthalenone,CC1=CC2=CC(=O)CCC2CC1,2038,34545-88-5,"Coumarin-like and tonka-like, Toasted Coconut, fruity and tabac","['fruity', 'coconut', 'coumarinic']"
Methyltetrahydrothiophenone,CC1SCCC1=O,2039,13679-85-1,"Sulphurous, Fruity, Berry; catty, black currant, burnt","['fruity', 'catty', 'burnt', 'black currant', 'berry', 'sulfurous']"
Methylthiazole,Cc1cscn1,2040,693-95-8,"Nutty, green vegetative, meaty, with an alliaceous nuance","['meaty', 'green', 'alliaceous', 'nutty', 'vegetable']"
Methylthiazole,Cc1nccs1,2041,3581-87-1,"Green vegetable, eggy","['green', 'vegetable']"
Sulfurol acetate,CC(=O)OCCc1scnc1C,2042,656-53-1,"Nutty, beefy, brothy, bready, chicken & ham-like in dilution","['nutty', 'chicken', 'brothy', 'bread', 'beefy']"
Sulfurol,Cc1ncsc1CCO,2043,137-00-8,"In dilution, meaty-beef like with nutty note","['nutty', 'beefy', 'meaty']"
Methylthiazolidine,CC1NCCS1,2044,24050-16-6,"Sweet, fish like with a sesame note aroma; also cooked meaty","['fishy', 'sweet', 'meaty']"
Methylthio acetyloxypropionate,CSOC(=O)C(C)OC(C)=O,2045,74586-09-7,"Sulfurous, tropical fruit in dilution, pineapple & mango aspect flavor","['sulfurous', 'fruity', 'tropical']"
Methylthio propionyloxypropionate,CCC(=O)OC(C)C(=O)OSC,2046,,"Sulfurous, tropical fruit in dilution","['sulfurous', 'fruity', 'tropical']"
Methylthioacetaldehyde,CCC=S,2047,23328-62-3,"Allium, onion-garlic, potato notes","['onion', 'alliaceous', 'potato', 'garlic']"
Methylthioacetoxytetrahydrofuran,CCC(=S)OC1CCCO1,2050,252736-41-7,"Sulfurous, roasted meat","['sulfurous', 'meaty', 'roasted']"
Methylthiobutanal,CSC(C)CC=O,2051,16630-52-7,"Cooked potato, green, tomato, cheese; cooked tomato & fried taste","['green', 'potato', 'tomato', 'cheesy']"
Methylthiobutanal,CSCCCC=O,2052,42919-64-2,"Tomato-like, vegetable-like taste","['vegetable', 'tomato']"
Methylthiobutanol,CSCCCCO,2053,20582-85-8,"Metallic, mushroom, tomato, vegetable, cheesy, fruity","['fruity', 'metallic', 'tomato', 'vegetable', 'mushroom', 'cheesy']"
Methylthiobutanone,CCC(=O)CSC,2054,13678-58-5,Odor reminiscent of mushroom with a garlic undertone,"['garlic', 'mushroom']"
